S.No.,Date,Temperature (Celsius),Temperature (Kelvin),Temperature (Fahrenheit),Precipitation (mm),Wind Speed (km/h)
10749,06-06-39,18,291.15,64.4,5.491313795,15
10750,07-06-39,27,300.15,80.6,6.043875518,6
10751,08-06-39,10,283.15,50,9.701983103,24
10752,09-06-39,15,288.15,59,2.204375295,14
10753,10-06-39,27,300.15,80.6,6.919874558,24
10754,11-06-39,-3,270.15,26.6,7.666768414,4
10755,12-06-39,13,286.15,55.4,4.841151216,26
10756,13-06-39,30,303.15,86,5.114735165,33
10757,14-06-39,19,292.15,66.2,4.406274249,31
10758,15-06-39,4,277.15,39.2,6.077659451,8
10759,16-06-39,24,297.15,75.2,3.793390563,34
10760,17-06-39,-3,270.15,26.6,5.772066562,17
10761,18-06-39,17,290.15,62.6,3.947242838,2
10762,19-06-39,27,300.15,80.6,8.944387042,45
10763,20-06-39,12,285.15,53.6,9.418302708,49
10764,21-06-39,25,298.15,77,4.199476281,40
10765,22-06-39,22,295.15,71.6,5.616424813,4
10766,23-06-39,2,275.15,35.6,5.203023919,3
10767,24-06-39,28,301.15,82.4,1.974753776,11
10768,25-06-39,-4,269.15,24.8,0.766788466,0
10769,26-06-39,-5,268.15,23,8.574639255,44
10770,27-06-39,19,292.15,66.2,4.265782415,13
10771,28-06-39,17,290.15,62.6,7.749171931,49
10772,29-06-39,-9,264.15,15.8,1.501961596,5
10773,30-06-39,-5,268.15,23,5.192572413,19
10774,01-07-39,15,288.15,59,1.995590409,22
10775,02-07-39,2,275.15,35.6,3.91342056,7
10776,03-07-39,-4,269.15,24.8,0.086506554,42
10777,04-07-39,8,281.15,46.4,1.691946188,37
10778,05-07-39,-9,264.15,15.8,6.101913469,15
10779,06-07-39,25,298.15,77,6.354289154,11
10780,07-07-39,4,277.15,39.2,2.706607954,32
10781,08-07-39,4,277.15,39.2,7.76232125,13
10782,09-07-39,7,280.15,44.6,8.144746747,29
10783,10-07-39,16,289.15,60.8,9.807942029,47
10784,11-07-39,26,299.15,78.8,3.919194953,30
10785,12-07-39,-6,267.15,21.2,3.033875637,46
10786,13-07-39,2,275.15,35.6,2.663919933,43
10787,14-07-39,7,280.15,44.6,5.246259189,10
10788,15-07-39,-6,267.15,21.2,7.279724544,28
10789,16-07-39,24,297.15,75.2,8.090491191,11
10790,17-07-39,-3,270.15,26.6,7.439962422,31
10791,18-07-39,-3,270.15,26.6,5.303149882,2
10792,19-07-39,5,278.15,41,5.783893636,6
10793,20-07-39,18,291.15,64.4,2.37071504,28
10794,21-07-39,21,294.15,69.8,3.193139357,21
10795,22-07-39,-8,265.15,17.6,2.374713822,36
10796,23-07-39,27,300.15,80.6,2.683281348,17
10797,24-07-39,20,293.15,68,2.900527493,42
10798,25-07-39,9,282.15,48.2,8.362450577,37
10799,26-07-39,10,283.15,50,5.050164013,39
10800,27-07-39,23,296.15,73.4,7.858475941,21
10801,28-07-39,1,274.15,33.8,4.473742118,26
10802,29-07-39,20,293.15,68,5.546373206,38
10803,30-07-39,17,290.15,62.6,8.989293563,19
10804,31-07-39,3,276.15,37.4,7.326864127,32
10805,01-08-39,-2,271.15,28.4,0.700682223,27
10806,02-08-39,18,291.15,64.4,2.71389292,3
10807,03-08-39,7,280.15,44.6,7.890760806,16
10808,04-08-39,15,288.15,59,1.266315573,4
10809,05-08-39,23,296.15,73.4,4.503228206,20
10810,06-08-39,23,296.15,73.4,2.620834296,13
10811,07-08-39,-1,272.15,30.2,1.509271924,39
10812,08-08-39,26,299.15,78.8,8.438623657,41
10813,09-08-39,7,280.15,44.6,6.371653248,12
10814,10-08-39,-6,267.15,21.2,3.725659016,1
10815,11-08-39,-6,267.15,21.2,4.913231607,12
10816,12-08-39,11,284.15,51.8,2.92618024,45
10817,13-08-39,29,302.15,84.2,9.905186839,44
10818,14-08-39,-8,265.15,17.6,0.155054578,49
10819,15-08-39,20,293.15,68,8.164124093,6
10820,16-08-39,19,292.15,66.2,7.042468865,49
10821,17-08-39,17,290.15,62.6,0.595322182,36
10822,18-08-39,-10,263.15,14,3.258957537,14
10823,19-08-39,10,283.15,50,5.493781488,9
10824,20-08-39,-3,270.15,26.6,3.256307277,13
10825,21-08-39,19,292.15,66.2,9.526977824,4
10826,22-08-39,3,276.15,37.4,8.953319049,5
10827,23-08-39,-8,265.15,17.6,4.28031071,48
10828,24-08-39,30,303.15,86,7.660472196,50
10829,25-08-39,-6,267.15,21.2,0.69761304,20
10830,26-08-39,13,286.15,55.4,9.578235144,28
10831,27-08-39,21,294.15,69.8,8.005395324,20
10832,28-08-39,24,297.15,75.2,6.012402117,39
10833,29-08-39,4,277.15,39.2,3.655291065,45
10834,30-08-39,7,280.15,44.6,6.301322284,37
10835,31-08-39,17,290.15,62.6,3.38824219,33
10836,01-09-39,1,274.15,33.8,2.200375019,50
10837,02-09-39,14,287.15,57.2,9.902704156,7
10838,03-09-39,19,292.15,66.2,5.281700669,33
10839,04-09-39,11,284.15,51.8,3.933621447,40
10840,05-09-39,4,277.15,39.2,4.755477964,45
10841,06-09-39,16,289.15,60.8,9.228213025,7
10842,07-09-39,27,300.15,80.6,3.284727942,12
10843,08-09-39,8,281.15,46.4,5.080005975,9
10844,09-09-39,-3,270.15,26.6,3.92141974,24
10845,10-09-39,23,296.15,73.4,8.241081943,38
10846,11-09-39,23,296.15,73.4,2.356330863,48
10847,12-09-39,27,300.15,80.6,5.2001413,2
10848,13-09-39,-3,270.15,26.6,4.768064089,15
10849,14-09-39,8,281.15,46.4,9.240970837,23
10850,15-09-39,28,301.15,82.4,6.294564098,44
10851,16-09-39,-6,267.15,21.2,1.422639314,15
10852,17-09-39,9,282.15,48.2,8.268989118,42
10853,18-09-39,21,294.15,69.8,2.387649472,15
10854,19-09-39,-9,264.15,15.8,9.362975609,33
10855,20-09-39,14,287.15,57.2,3.934905163,24
10856,21-09-39,-2,271.15,28.4,8.219282182,33
10857,22-09-39,12,285.15,53.6,0.673789364,6
10858,23-09-39,-4,269.15,24.8,2.418004381,1
10859,24-09-39,9,282.15,48.2,6.676905865,40
10860,25-09-39,6,279.15,42.8,0.373910006,22
10861,26-09-39,-6,267.15,21.2,3.78686468,9
10862,27-09-39,-4,269.15,24.8,8.780046936,22
10863,28-09-39,23,296.15,73.4,8.156614162,35
10864,29-09-39,20,293.15,68,4.568949695,48
10865,30-09-39,26,299.15,78.8,8.21748013,42
10866,01-10-39,14,287.15,57.2,0.112983124,0
10867,02-10-39,9,282.15,48.2,7.227910873,39
10868,03-10-39,23,296.15,73.4,6.672092067,27
10869,04-10-39,25,298.15,77,8.218814903,16
10870,05-10-39,-7,266.15,19.4,6.610243182,20
10871,06-10-39,-7,266.15,19.4,9.218046526,23
10872,07-10-39,0,273.15,32,4.649306662,4
10873,08-10-39,-7,266.15,19.4,2.724736088,18
10874,09-10-39,10,283.15,50,0.42166969,20
10875,10-10-39,-5,268.15,23,7.541057844,13
10876,11-10-39,3,276.15,37.4,7.025926155,18
10877,12-10-39,4,277.15,39.2,0.266069918,10
10878,13-10-39,28,301.15,82.4,4.273802384,11
10879,14-10-39,1,274.15,33.8,0.543303545,13
10880,15-10-39,9,282.15,48.2,1.782421947,6
10881,16-10-39,11,284.15,51.8,9.982529072,20
10882,17-10-39,21,294.15,69.8,8.949665454,22
10883,18-10-39,20,293.15,68,5.574435668,17
10884,19-10-39,-10,263.15,14,5.900156139,10
10885,20-10-39,7,280.15,44.6,4.761736079,3
10886,21-10-39,12,285.15,53.6,3.460083783,38
10887,22-10-39,10,283.15,50,4.344059977,40
10888,23-10-39,-3,270.15,26.6,2.680783682,11
10889,24-10-39,16,289.15,60.8,5.161675584,22
10890,25-10-39,-7,266.15,19.4,8.5442182,9
10891,26-10-39,0,273.15,32,3.078155024,39
10892,27-10-39,13,286.15,55.4,5.049617247,36
10893,28-10-39,15,288.15,59,7.043450721,22
10894,29-10-39,10,283.15,50,6.370160813,48
10895,30-10-39,-7,266.15,19.4,1.998665539,27
10896,31-10-39,19,292.15,66.2,9.409574062,30
10897,01-11-39,-4,269.15,24.8,2.627530774,15
10898,02-11-39,12,285.15,53.6,9.278103109,2
10899,03-11-39,20,293.15,68,7.719577177,23
10900,04-11-39,28,301.15,82.4,7.300223247,22
10901,05-11-39,24,297.15,75.2,0.331643436,4
10902,06-11-39,-7,266.15,19.4,1.607340078,40
10903,07-11-39,-2,271.15,28.4,5.655273564,2
10904,08-11-39,20,293.15,68,2.1262102,22
10905,09-11-39,19,292.15,66.2,1.493256329,44
10906,10-11-39,26,299.15,78.8,2.57634808,50
10907,11-11-39,23,296.15,73.4,4.14206771,44
10908,12-11-39,24,297.15,75.2,7.760980632,24
10909,13-11-39,6,279.15,42.8,9.420584933,36
10910,14-11-39,9,282.15,48.2,7.369934904,39
10911,15-11-39,16,289.15,60.8,1.668562491,7
10912,16-11-39,-8,265.15,17.6,1.577788337,41
10913,17-11-39,14,287.15,57.2,0.071503971,46
10914,18-11-39,4,277.15,39.2,5.092814081,3
10915,19-11-39,27,300.15,80.6,2.051365254,13
10916,20-11-39,-5,268.15,23,0.377258136,48
10917,21-11-39,29,302.15,84.2,3.466944598,3
10918,22-11-39,12,285.15,53.6,8.01845441,9
10919,23-11-39,20,293.15,68,1.332823913,40
10920,24-11-39,12,285.15,53.6,3.851909966,19
10921,25-11-39,28,301.15,82.4,4.907136338,1
10922,26-11-39,20,293.15,68,0.982031956,11
10923,27-11-39,-6,267.15,21.2,1.473423856,10
10924,28-11-39,-7,266.15,19.4,7.146223407,20
10925,29-11-39,21,294.15,69.8,7.0627154,25
10926,30-11-39,27,300.15,80.6,3.444865179,35
10927,01-12-39,11,284.15,51.8,1.827923697,40
10928,02-12-39,8,281.15,46.4,4.428139297,35
10929,03-12-39,25,298.15,77,3.686314661,16
10930,04-12-39,6,279.15,42.8,7.999042294,40
10931,05-12-39,28,301.15,82.4,0.014770745,48
10932,06-12-39,-6,267.15,21.2,3.53969431,15
10933,07-12-39,12,285.15,53.6,0.687956218,21
10934,08-12-39,21,294.15,69.8,4.781177533,14
10935,09-12-39,-7,266.15,19.4,9.793110627,42
10936,10-12-39,-7,266.15,19.4,7.561515517,7
10937,11-12-39,27,300.15,80.6,7.255082978,28
10938,12-12-39,18,291.15,64.4,6.233379932,48
10939,13-12-39,7,280.15,44.6,9.667311464,31
10940,14-12-39,25,298.15,77,6.322870952,36
10941,15-12-39,29,302.15,84.2,0.279957829,19
10942,16-12-39,-4,269.15,24.8,9.831331558,15
10943,17-12-39,-1,272.15,30.2,1.087407983,44
10944,18-12-39,27,300.15,80.6,4.428020989,43
10945,19-12-39,25,298.15,77,9.740367622,21
10946,20-12-39,13,286.15,55.4,7.72859535,49
10947,21-12-39,-9,264.15,15.8,5.493184339,4
10948,22-12-39,15,288.15,59,7.521987234,29
10949,23-12-39,27,300.15,80.6,9.541689217,29
10950,24-12-39,26,299.15,78.8,0.870913113,5
10951,25-12-39,2,275.15,35.6,7.861673861,48
10952,26-12-39,-6,267.15,21.2,6.64936256,36
10953,27-12-39,26,299.15,78.8,9.88247366,37
10954,28-12-39,29,302.15,84.2,4.323619452,24
10955,29-12-39,-3,270.15,26.6,1.55285993,14
10956,30-12-39,6,279.15,42.8,4.215604633,42
10957,31-12-39,23,296.15,73.4,7.84785906,7
10958,01-01-40,-6,267.15,21.2,4.8512258,24
10959,02-01-40,6,279.15,42.8,6.77106449,13
10960,03-01-40,-6,267.15,21.2,1.422335645,22
10961,04-01-40,5,278.15,41,5.254885711,21
10962,05-01-40,-3,270.15,26.6,1.46268887,19
10963,06-01-40,13,286.15,55.4,9.85127381,0
10964,07-01-40,17,290.15,62.6,0.48960075,26
10965,08-01-40,-7,266.15,19.4,4.611656673,8
10966,09-01-40,-10,263.15,14,6.557924691,29
10967,10-01-40,-3,270.15,26.6,9.471105929,32
10968,11-01-40,-1,272.15,30.2,4.25490876,18
10969,12-01-40,20,293.15,68,5.629664018,41
10970,13-01-40,23,296.15,73.4,9.89860984,22
10971,14-01-40,11,284.15,51.8,9.011090413,15
10972,15-01-40,14,287.15,57.2,4.964927436,12
10973,16-01-40,-6,267.15,21.2,3.094901718,31
10974,17-01-40,19,292.15,66.2,2.225145221,29
10975,18-01-40,3,276.15,37.4,8.670679398,32
10976,19-01-40,-8,265.15,17.6,5.156539918,5
10977,20-01-40,-5,268.15,23,1.714860013,50
10978,21-01-40,-6,267.15,21.2,3.332712214,36
10979,22-01-40,-3,270.15,26.6,6.610365999,33
10980,23-01-40,20,293.15,68,5.878640907,39
10981,24-01-40,20,293.15,68,3.130094403,45
10982,25-01-40,-9,264.15,15.8,1.708448639,41
10983,26-01-40,4,277.15,39.2,5.714173158,28
10984,27-01-40,21,294.15,69.8,6.739651547,24
10985,28-01-40,22,295.15,71.6,6.510307515,34
10986,29-01-40,17,290.15,62.6,7.804321001,41
10987,30-01-40,9,282.15,48.2,8.42524647,9
10988,31-01-40,-10,263.15,14,3.535156343,33
10989,01-02-40,19,292.15,66.2,7.925160486,33
10990,02-02-40,25,298.15,77,3.086676713,38
10991,03-02-40,12,285.15,53.6,9.791082987,26
10992,04-02-40,-7,266.15,19.4,4.061481045,9
10993,05-02-40,25,298.15,77,0.732779452,5
10994,06-02-40,5,278.15,41,2.759298738,40
10995,07-02-40,21,294.15,69.8,9.335754993,43
10996,08-02-40,-1,272.15,30.2,2.234894458,26
10997,09-02-40,23,296.15,73.4,4.017452682,0
10998,10-02-40,6,279.15,42.8,3.286463886,25
10999,11-02-40,-4,269.15,24.8,5.717021233,38
11000,12-02-40,25,298.15,77,2.072202048,16
11001,13-02-40,12,285.15,53.6,0.245796008,22
11002,14-02-40,0,273.15,32,6.912342842,16
11003,15-02-40,25,298.15,77,0.422021928,33
11004,16-02-40,29,302.15,84.2,5.8201173,41
11005,17-02-40,-3,270.15,26.6,6.021482756,19
11006,18-02-40,-2,271.15,28.4,4.948948817,2
11007,19-02-40,-5,268.15,23,4.894752916,23
11008,20-02-40,-5,268.15,23,5.876639542,50
11009,21-02-40,-5,268.15,23,8.257335149,23
11010,22-02-40,25,298.15,77,7.389531804,2
11011,23-02-40,15,288.15,59,8.340615441,14
11012,24-02-40,26,299.15,78.8,3.837756618,0
11013,25-02-40,-10,263.15,14,2.888275182,18
11014,26-02-40,-9,264.15,15.8,0.090919388,47
11015,27-02-40,-8,265.15,17.6,8.903281827,11
11016,28-02-40,-9,264.15,15.8,7.565544173,18
11017,29-02-40,-9,264.15,15.8,4.485826815,47
11018,01-03-40,0,273.15,32,4.501921491,46
11019,02-03-40,-2,271.15,28.4,0.355901384,7
11020,03-03-40,27,300.15,80.6,7.152136733,40
11021,04-03-40,23,296.15,73.4,8.578528561,19
11022,05-03-40,27,300.15,80.6,9.9789426,10
11023,06-03-40,-3,270.15,26.6,6.879942583,3
11024,07-03-40,30,303.15,86,5.521578381,28
11025,08-03-40,12,285.15,53.6,1.264424528,50
11026,09-03-40,22,295.15,71.6,2.271920496,30
11027,10-03-40,2,275.15,35.6,8.651467548,35
11028,11-03-40,13,286.15,55.4,3.508445085,37
11029,12-03-40,4,277.15,39.2,8.938726409,32
11030,13-03-40,2,275.15,35.6,5.845970674,7
11031,14-03-40,12,285.15,53.6,7.38135201,7
11032,15-03-40,-3,270.15,26.6,0.6877195,13
11033,16-03-40,-3,270.15,26.6,3.30264628,2
11034,17-03-40,13,286.15,55.4,2.610302338,11
11035,18-03-40,-6,267.15,21.2,4.241071109,40
11036,19-03-40,12,285.15,53.6,5.558882323,31
11037,20-03-40,29,302.15,84.2,9.292762856,50
11038,21-03-40,-9,264.15,15.8,2.11442439,1
11039,22-03-40,21,294.15,69.8,9.478713218,44
11040,23-03-40,29,302.15,84.2,7.243962783,21
11041,24-03-40,30,303.15,86,5.088466222,8
11042,25-03-40,21,294.15,69.8,3.372535733,9
11043,26-03-40,4,277.15,39.2,2.850669263,46
11044,27-03-40,4,277.15,39.2,5.900814002,49
11045,28-03-40,-1,272.15,30.2,7.296931175,29
11046,29-03-40,-3,270.15,26.6,1.040283586,3
11047,30-03-40,-8,265.15,17.6,2.355514871,7
11048,31-03-40,-5,268.15,23,8.939746246,42
11049,01-04-40,18,291.15,64.4,2.283108867,26
11050,02-04-40,9,282.15,48.2,1.350058188,45
11051,03-04-40,27,300.15,80.6,9.436864702,44
11052,04-04-40,26,299.15,78.8,9.636009907,5
11053,05-04-40,-6,267.15,21.2,6.232784195,4
11054,06-04-40,-9,264.15,15.8,3.823455469,18
11055,07-04-40,-6,267.15,21.2,1.520919822,37
11056,08-04-40,7,280.15,44.6,0.856381296,13
11057,09-04-40,3,276.15,37.4,2.523661802,40
11058,10-04-40,4,277.15,39.2,4.997564074,18
11059,11-04-40,10,283.15,50,7.621042803,41
11060,12-04-40,13,286.15,55.4,8.505732575,40
11061,13-04-40,30,303.15,86,7.120478293,32
11062,14-04-40,28,301.15,82.4,0.748277015,20
11063,15-04-40,-5,268.15,23,7.263154895,30
11064,16-04-40,-8,265.15,17.6,8.417850706,39
11065,17-04-40,3,276.15,37.4,9.626054182,25
11066,18-04-40,21,294.15,69.8,5.193219676,27
11067,19-04-40,30,303.15,86,0.520448135,39
11068,20-04-40,13,286.15,55.4,2.73127778,22
11069,21-04-40,12,285.15,53.6,1.449338593,10
11070,22-04-40,9,282.15,48.2,6.906914602,0
11071,23-04-40,18,291.15,64.4,7.200148862,16
11072,24-04-40,13,286.15,55.4,2.534342208,19
11073,25-04-40,22,295.15,71.6,6.004133964,15
11074,26-04-40,0,273.15,32,5.093296951,18
11075,27-04-40,3,276.15,37.4,9.263215065,13
11076,28-04-40,7,280.15,44.6,1.738492433,34
11077,29-04-40,4,277.15,39.2,7.654103419,29
11078,30-04-40,21,294.15,69.8,5.683572088,21
11079,01-05-40,24,297.15,75.2,6.212879379,0
11080,02-05-40,30,303.15,86,0.136646047,24
11081,03-05-40,23,296.15,73.4,0.012683081,0
11082,04-05-40,0,273.15,32,2.276594167,16
11083,05-05-40,24,297.15,75.2,3.848543595,28
11084,06-05-40,28,301.15,82.4,8.586891121,1
11085,07-05-40,0,273.15,32,0.952910849,6
11086,08-05-40,19,292.15,66.2,9.519771278,44
11087,09-05-40,4,277.15,39.2,4.892509431,11
11088,10-05-40,-7,266.15,19.4,8.515827091,41
11089,11-05-40,8,281.15,46.4,1.333668352,30
11090,12-05-40,-6,267.15,21.2,9.93744125,10
11091,13-05-40,-8,265.15,17.6,3.576603496,10
11092,14-05-40,13,286.15,55.4,2.54057359,0
11093,15-05-40,5,278.15,41,6.244627324,21
11094,16-05-40,0,273.15,32,8.158074403,6
11095,17-05-40,-8,265.15,17.6,4.116697144,44
11096,18-05-40,3,276.15,37.4,4.285233943,18
11097,19-05-40,12,285.15,53.6,0.128046413,2
11098,20-05-40,4,277.15,39.2,3.539232902,45
11099,21-05-40,5,278.15,41,8.73749525,26
11100,22-05-40,0,273.15,32,0.63392137,34
11101,23-05-40,5,278.15,41,2.240945443,8
11102,24-05-40,29,302.15,84.2,9.842827534,12
11103,25-05-40,-7,266.15,19.4,8.886643356,28
11104,26-05-40,15,288.15,59,0.199022909,20
11105,27-05-40,16,289.15,60.8,6.819168123,45
11106,28-05-40,-2,271.15,28.4,1.847975384,11
11107,29-05-40,0,273.15,32,3.382551661,41
11108,30-05-40,6,279.15,42.8,5.217854424,0
11109,31-05-40,8,281.15,46.4,2.908014232,26
11110,01-06-40,15,288.15,59,1.056005577,12
11111,02-06-40,17,290.15,62.6,6.971967421,24
11112,03-06-40,16,289.15,60.8,2.351141955,27
11113,04-06-40,22,295.15,71.6,8.315649307,42
11114,05-06-40,-8,265.15,17.6,6.046839458,6
11115,06-06-40,20,293.15,68,6.908154975,9
11116,07-06-40,8,281.15,46.4,5.77143212,34
11117,08-06-40,17,290.15,62.6,5.022379194,9
11118,09-06-40,-5,268.15,23,4.74946096,20
11119,10-06-40,10,283.15,50,4.622033355,42
11120,11-06-40,-1,272.15,30.2,4.92740945,47
11121,12-06-40,15,288.15,59,3.491420839,15
11122,13-06-40,10,283.15,50,4.373180008,15
11123,14-06-40,2,275.15,35.6,6.860962186,2
11124,15-06-40,30,303.15,86,8.095459466,11
11125,16-06-40,5,278.15,41,1.251089185,0
11126,17-06-40,-8,265.15,17.6,8.223313123,19
11127,18-06-40,24,297.15,75.2,4.307850419,28
11128,19-06-40,10,283.15,50,9.200590036,5
11129,20-06-40,8,281.15,46.4,2.732828149,39
11130,21-06-40,20,293.15,68,3.012313725,0
11131,22-06-40,-9,264.15,15.8,6.511645875,37
11132,23-06-40,29,302.15,84.2,0.795944403,21
11133,24-06-40,26,299.15,78.8,6.313070491,4
11134,25-06-40,17,290.15,62.6,2.322094807,2
11135,26-06-40,10,283.15,50,8.934245288,29
11136,27-06-40,15,288.15,59,9.486754617,16
11137,28-06-40,-2,271.15,28.4,2.198459442,12
11138,29-06-40,18,291.15,64.4,6.224519422,12
11139,30-06-40,18,291.15,64.4,2.744964174,48
11140,01-07-40,7,280.15,44.6,2.454833966,45
11141,02-07-40,6,279.15,42.8,2.779608717,36
11142,03-07-40,27,300.15,80.6,6.871042188,46
11143,04-07-40,-5,268.15,23,5.349219527,13
11144,05-07-40,8,281.15,46.4,4.912486366,7
11145,06-07-40,1,274.15,33.8,7.739223207,13
11146,07-07-40,14,287.15,57.2,9.000598146,4
11147,08-07-40,0,273.15,32,5.521387285,31
11148,09-07-40,1,274.15,33.8,9.723292563,45
11149,10-07-40,18,291.15,64.4,7.148798022,44
11150,11-07-40,20,293.15,68,4.433502174,40
11151,12-07-40,-9,264.15,15.8,7.950220931,30
11152,13-07-40,15,288.15,59,2.925274302,46
11153,14-07-40,-2,271.15,28.4,1.204617807,48
11154,15-07-40,24,297.15,75.2,7.91375758,12
11155,16-07-40,20,293.15,68,0.595222062,36
11156,17-07-40,6,279.15,42.8,2.629443415,47
11157,18-07-40,22,295.15,71.6,0.919380157,50
11158,19-07-40,23,296.15,73.4,0.836066017,44
11159,20-07-40,27,300.15,80.6,5.461864171,15
11160,21-07-40,26,299.15,78.8,1.383284062,25
11161,22-07-40,5,278.15,41,9.524764717,6
11162,23-07-40,14,287.15,57.2,7.992801357,31
11163,24-07-40,-2,271.15,28.4,5.21442397,30
11164,25-07-40,21,294.15,69.8,8.712670591,12
11165,26-07-40,-9,264.15,15.8,9.123460651,16
11166,27-07-40,4,277.15,39.2,7.510378772,7
11167,28-07-40,26,299.15,78.8,0.715368171,11
11168,29-07-40,2,275.15,35.6,3.851243626,42
11169,30-07-40,7,280.15,44.6,6.621969598,15
11170,31-07-40,22,295.15,71.6,2.226363166,7
11171,01-08-40,-7,266.15,19.4,8.67311948,0
11172,02-08-40,23,296.15,73.4,3.937010544,42
11173,03-08-40,0,273.15,32,3.214101665,48
11174,04-08-40,4,277.15,39.2,3.501176785,44
11175,05-08-40,-8,265.15,17.6,2.404017508,24
11176,06-08-40,6,279.15,42.8,1.417043511,34
11177,07-08-40,13,286.15,55.4,8.133894287,43
11178,08-08-40,17,290.15,62.6,3.653683871,32
11179,09-08-40,15,288.15,59,7.293129988,11
11180,10-08-40,25,298.15,77,6.707881907,10
11181,11-08-40,15,288.15,59,8.101472248,44
11182,12-08-40,17,290.15,62.6,1.776122856,22
11183,13-08-40,17,290.15,62.6,0.5072636,14
11184,14-08-40,-10,263.15,14,0.586129853,24
11185,15-08-40,26,299.15,78.8,9.06118186,15
11186,16-08-40,11,284.15,51.8,4.914887825,36
11187,17-08-40,-2,271.15,28.4,6.459319364,12
11188,18-08-40,13,286.15,55.4,2.623862266,38
11189,19-08-40,0,273.15,32,2.892264402,16
11190,20-08-40,16,289.15,60.8,9.101079867,3
11191,21-08-40,-2,271.15,28.4,5.048949029,1
11192,22-08-40,21,294.15,69.8,5.128261069,8
11193,23-08-40,18,291.15,64.4,3.32482896,50
11194,24-08-40,-5,268.15,23,9.925168563,1
11195,25-08-40,-6,267.15,21.2,0.039459873,50
11196,26-08-40,8,281.15,46.4,6.242002966,43
11197,27-08-40,-6,267.15,21.2,5.725724067,46
11198,28-08-40,5,278.15,41,5.047337048,34
11199,29-08-40,7,280.15,44.6,1.186188313,48
11200,30-08-40,8,281.15,46.4,9.808758045,50
11201,31-08-40,16,289.15,60.8,6.465259922,49
11202,01-09-40,24,297.15,75.2,1.554562696,15
11203,02-09-40,-9,264.15,15.8,1.030262306,8
11204,03-09-40,-8,265.15,17.6,3.069125456,40
11205,04-09-40,11,284.15,51.8,4.98311839,32
11206,05-09-40,-1,272.15,30.2,5.831587321,11
11207,06-09-40,-5,268.15,23,2.320273869,37
11208,07-09-40,9,282.15,48.2,6.24969986,41
11209,08-09-40,7,280.15,44.6,7.871686677,21
11210,09-09-40,15,288.15,59,3.636941123,4
11211,10-09-40,24,297.15,75.2,0.164214563,6
11212,11-09-40,30,303.15,86,5.316582897,24
11213,12-09-40,8,281.15,46.4,6.071307434,30
11214,13-09-40,10,283.15,50,1.8656738,27
11215,14-09-40,25,298.15,77,6.227380773,4
11216,15-09-40,-4,269.15,24.8,6.489704695,5
11217,16-09-40,6,279.15,42.8,8.227469228,7
11218,17-09-40,28,301.15,82.4,6.374334199,13
11219,18-09-40,14,287.15,57.2,2.456886955,43
11220,19-09-40,7,280.15,44.6,6.34862983,16
11221,20-09-40,0,273.15,32,8.362259164,15
11222,21-09-40,30,303.15,86,9.496658984,32
11223,22-09-40,-10,263.15,14,2.314387064,25
11224,23-09-40,-1,272.15,30.2,2.488820618,2
11225,24-09-40,7,280.15,44.6,8.69949056,8
11226,25-09-40,-4,269.15,24.8,2.185402766,14
11227,26-09-40,30,303.15,86,3.181987332,39
11228,27-09-40,-8,265.15,17.6,4.920931718,9
11229,28-09-40,-10,263.15,14,1.332334596,2
11230,29-09-40,-4,269.15,24.8,8.396960966,32
11231,30-09-40,-2,271.15,28.4,3.664639071,45
11232,01-10-40,-7,266.15,19.4,4.070538326,21
11233,02-10-40,17,290.15,62.6,8.632120561,50
11234,03-10-40,-8,265.15,17.6,3.635348928,12
11235,04-10-40,21,294.15,69.8,4.878212345,32
11236,05-10-40,5,278.15,41,2.626089274,42
11237,06-10-40,-4,269.15,24.8,9.000360716,7
11238,07-10-40,17,290.15,62.6,9.68202625,34
11239,08-10-40,25,298.15,77,2.13589911,8
11240,09-10-40,4,277.15,39.2,8.707132203,43
11241,10-10-40,17,290.15,62.6,6.584085601,27
11242,11-10-40,-2,271.15,28.4,8.324407357,37
11243,12-10-40,10,283.15,50,9.431594935,18
11244,13-10-40,17,290.15,62.6,3.327672444,46
11245,14-10-40,27,300.15,80.6,3.42126633,42
11246,15-10-40,-6,267.15,21.2,1.845775079,34
11247,16-10-40,15,288.15,59,4.749878507,11
11248,17-10-40,8,281.15,46.4,1.037385154,39
11249,18-10-40,11,284.15,51.8,3.353064805,45
11250,19-10-40,29,302.15,84.2,9.021404113,23
11251,20-10-40,24,297.15,75.2,0.241751094,28
11252,21-10-40,21,294.15,69.8,5.820565513,17
11253,22-10-40,3,276.15,37.4,2.491540669,14
11254,23-10-40,2,275.15,35.6,5.259106587,6
11255,24-10-40,17,290.15,62.6,1.949373088,13
11256,25-10-40,4,277.15,39.2,7.887206707,32
11257,26-10-40,18,291.15,64.4,0.229779213,27
11258,27-10-40,-4,269.15,24.8,6.31123151,8
11259,28-10-40,-9,264.15,15.8,0.690306611,31
11260,29-10-40,26,299.15,78.8,1.861994016,50
11261,30-10-40,28,301.15,82.4,0.567906058,6
11262,31-10-40,10,283.15,50,8.243906824,24
11263,01-11-40,11,284.15,51.8,6.392264705,46
11264,02-11-40,2,275.15,35.6,8.930197936,1
11265,03-11-40,30,303.15,86,0.214712713,26
11266,04-11-40,-3,270.15,26.6,6.67449625,18
11267,05-11-40,9,282.15,48.2,6.304570389,47
